start_station_id,start_station_name,end_station_id,end_station_name,total_trips_customer
72,Civic Center BART (7th at Market),54,Embarcadero at Bryant,1
72,Civic Center BART (7th at Market),59,Golden Gate at Polk,11
72,Civic Center BART (7th at Market),58,San Francisco City Hall,9
72,Civic Center BART (7th at Market),57,5th at Howard,21
72,Civic Center BART (7th at Market),56,Beale at Market,17
72,Civic Center BART (7th at Market),63,Howard at 2nd,7
72,Civic Center BART (7th at Market),62,2nd at Folsom,11
72,Civic Center BART (7th at Market),61,2nd at Townsend,8
72,Civic Center BART (7th at Market),60,Embarcadero at Sansome,84
73,Grant Avenue at Columbus Avenue,68,Yerba Buena Center of the Arts (3rd @ Howard),15
73,Grant Avenue at Columbus Avenue,69,San Francisco Caltrain 2 (330 Townsend),13
73,Grant Avenue at Columbus Avenue,70,San Francisco Caltrain (Townsend at 4th),51
73,Grant Avenue at Columbus Avenue,71,Powell at Post (Union Square),107
73,Grant Avenue at Columbus Avenue,64,2nd at South Park,15
73,Grant Avenue at Columbus Avenue,65,Townsend at 7th,9
73,Grant Aven
